"label (S)","n (N)","content (M)","number (N)"
"u","5","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""5"" },          { ""N"" : ""8"" },          { ""N"" : ""6"" },          { ""N"" : ""0"" },          { ""N"" : ""-5"" },          { ""N"" : ""-8"" },          { ""N"" : ""-11"" },          { ""N"" : ""-9"" },          { ""N"" : ""-8"" },          { ""N"" : ""2"" },          { ""N"" : ""11"" },          { ""N"" : ""8"" },          { ""N"" : ""3"" },          { ""N"" : ""1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-3"" },          { ""N"" : ""0"" },          { ""N"" : ""3"" },          { ""N"" : ""6"" },          { ""N"" : ""5"" },          { ""N"" : ""3"" },          { ""N"" : ""1"" },          { ""N"" : ""0"" },          { ""N"" : ""-7"" },          { ""N"" : ""-4"" },          { ""N"" : ""-3"" },          { ""N"" : ""-2"" },          { ""N"" : ""1"" },          { ""N"" : ""-1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"u","6","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""10"" },          { ""N"" : ""10"" },          { ""N"" : ""6"" },          { ""N"" : ""-1"" },          { ""N"" : ""-8"" },          { ""N"" : ""-13"" },          { ""N"" : ""-10"" },          { ""N"" : ""-7"" },          { ""N"" : ""-1"" },          { ""N"" : ""2"" },          { ""N"" : ""10"" },          { ""N"" : ""6"" },          { ""N"" : ""6"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-1"" },          { ""N"" : ""-4"" },          { ""N"" : ""8"" },          { ""N"" : ""8"" },          { ""N"" : ""10"" },          { ""N"" : ""-2"" },          { ""N"" : ""-4"" },          { ""N"" : ""-4"" },          { ""N"" : ""-4"" },          { ""N"" : ""-5"" },          { ""N"" : ""3"" },          { ""N"" : ""-9"" },          { ""N"" : ""3"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"u","7","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""7"" },          { ""N"" : ""11"" },          { ""N"" : ""4"" },          { ""N"" : ""-2"" },          { ""N"" : ""-7"" },          { ""N"" : ""-9"" },          { ""N"" : ""-9"" },          { ""N"" : ""-8"" },          { ""N"" : ""-6"" },          { ""N"" : ""1"" },          { ""N"" : ""12"" },          { ""N"" : ""6"" },          { ""N"" : ""5"" },          { ""N"" : ""1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-5"" },          { ""N"" : ""-3"" },          { ""N"" : ""8"" },          { ""N"" : ""6"" },          { ""N"" : ""10"" },          { ""N"" : ""4"" },          { ""N"" : ""-2"" },          { ""N"" : ""-1"" },          { ""N"" : ""-8"" },          { ""N"" : ""0"" },          { ""N"" : ""5"" },          { ""N"" : ""-10"" },          { ""N"" : ""-1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"u","8","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""7"" },          { ""N"" : ""11"" },          { ""N"" : ""4"" },          { ""N"" : ""-2"" },          { ""N"" : ""-9"" },          { ""N"" : ""-13"" },          { ""N"" : ""-10"" },          { ""N"" : ""-7"" },          { ""N"" : ""3"" },          { ""N"" : ""7"" },          { ""N"" : ""7"" },          { ""N"" : ""2"" },          { ""N"" : ""3"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-4"" },          { ""N"" : ""0"" },          { ""N"" : ""6"" },          { ""N"" : ""7"" },          { ""N"" : ""9"" },          { ""N"" : ""0"" },          { ""N"" : ""-4"" },          { ""N"" : ""-5"" },          { ""N"" : ""-7"" },          { ""N"" : ""-2"" },          { ""N"" : ""-2"" },          { ""N"" : ""-2"" },          { ""N"" : ""1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"u","9","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""6"" },          { ""N"" : ""10"" },          { ""N"" : ""4"" },          { ""N"" : ""-1"" },          { ""N"" : ""-6"" },          { ""N"" : ""-8"" },          { ""N"" : ""-9"" },          { ""N"" : ""-9"" },          { ""N"" : ""-5"" },          { ""N"" : ""1"" },          { ""N"" : ""8"" },          { ""N"" : ""7"" },          { ""N"" : ""5"" },          { ""N"" : ""1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-6"" },          { ""N"" : ""-2"" },          { ""N"" : ""9"" },          { ""N"" : ""8"" },          { ""N"" : ""7"" },          { ""N"" : ""2"" },          { ""N"" : ""0"" },          { ""N"" : ""-8"" },          { ""N"" : ""-3"" },          { ""N"" : ""-5"" },          { ""N"" : ""-4"" },          { ""N"" : ""-7"" },          { ""N"" : ""2"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"u","10","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""8"" },          { ""N"" : ""11"" },          { ""N"" : ""6"" },          { ""N"" : ""-2"" },          { ""N"" : ""-10"" },          { ""N"" : ""-11"" },          { ""N"" : ""-8"" },          { ""N"" : ""-6"" },          { ""N"" : ""-4"" },          { ""N"" : ""0"" },          { ""N"" : ""7"" },          { ""N"" : ""8"" },          { ""N"" : ""3"" },          { ""N"" : ""2"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-3"" },          { ""N"" : ""-3"" },          { ""N"" : ""5"" },          { ""N"" : ""6"" },          { ""N"" : ""10"" },          { ""N"" : ""6"" },          { ""N"" : ""-3"" },          { ""N"" : ""-2"" },          { ""N"" : ""-5"" },          { ""N"" : ""-4"" },          { ""N"" : ""-4"" },          { ""N"" : ""-2"" },          { ""N"" : ""-2"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"u","11","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""9"" },          { ""N"" : ""11"" },          { ""N"" : ""5"" },          { ""N"" : ""0"" },          { ""N"" : ""-7"" },          { ""N"" : ""-10"" },          { ""N"" : ""-9"" },          { ""N"" : ""-8"" },          { ""N"" : ""-4"" },          { ""N"" : ""1"" },          { ""N"" : ""8"" },          { ""N"" : ""8"" },          { ""N"" : ""4"" },          { ""N"" : ""2"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-3"" },          { ""N"" : ""-2"" },          { ""N"" : ""5"" },          { ""N"" : ""5"" },          { ""N"" : ""9"" },          { ""N"" : ""6"" },          { ""N"" : ""-4"" },          { ""N"" : ""-4"" },          { ""N"" : ""-2"" },          { ""N"" : ""-4"" },          { ""N"" : ""-1"" },          { ""N"" : ""-5"" },          { ""N"" : ""-3"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"u","12","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""7"" },          { ""N"" : ""4"" },          { ""N"" : ""7"" },          { ""N"" : ""5"" },          { ""N"" : ""-1"" },          { ""N"" : ""-5"" },          { ""N"" : ""-10"" },          { ""N"" : ""-10"" },          { ""N"" : ""-9"" },          { ""N"" : ""-4"" },          { ""N"" : ""3"" },          { ""N"" : ""7"" },          { ""N"" : ""7"" },          { ""N"" : ""3"" },          { ""N"" : ""2"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-3"" },          { ""N"" : ""-3"" },          { ""N"" : ""4"" },          { ""N"" : ""7"" },          { ""N"" : ""9"" },          { ""N"" : ""3"" },          { ""N"" : ""-1"" },          { ""N"" : ""-9"" },          { ""N"" : ""-8"" },          { ""N"" : ""0"" },          { ""N"" : ""-2"" },          { ""N"" : ""-2"" },          { ""N"" : ""-5"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"u","13","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""7"" },          { ""N"" : ""8"" },          { ""N"" : ""3"" },          { ""N"" : ""0"" },          { ""N"" : ""-6"" },          { ""N"" : ""-7"" },          { ""N"" : ""-9"" },          { ""N"" : ""-10"" },          { ""N"" : ""-5"" },          { ""N"" : ""1"" },          { ""N"" : ""8"" },          { ""N"" : ""6"" },          { ""N"" : ""4"" },          { ""N"" : ""1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-5"" },          { ""N"" : ""0"" },          { ""N"" : ""3"" },          { ""N"" : ""6"" },          { ""N"" : ""7"" },          { ""N"" : ""6"" },          { ""N"" : ""2"" },          { ""N"" : ""-4"" },          { ""N"" : ""-4"" },          { ""N"" : ""-6"" },          { ""N"" : ""-4"" },          { ""N"" : ""-5"" },          { ""N"" : ""1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"u","14","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""10"" },          { ""N"" : ""13"" },          { ""N"" : ""4"" },          { ""N"" : ""-2"" },          { ""N"" : ""-7"" },          { ""N"" : ""-10"" },          { ""N"" : ""-10"" },          { ""N"" : ""-11"" },          { ""N"" : ""-4"" },          { ""N"" : ""3"" },          { ""N"" : ""8"" },          { ""N"" : ""9"" },          { ""N"" : ""3"" },          { ""N"" : ""1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-8"" },          { ""N"" : ""3"" },          { ""N"" : ""7"" },          { ""N"" : ""7"" },          { ""N"" : ""6"" },          { ""N"" : ""0"" },          { ""N"" : ""-1"" },          { ""N"" : ""-5"" },          { ""N"" : ""-5"" },          { ""N"" : ""-1"" },          { ""N"" : ""-6"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
